1.0, 1.0, 1.0, 1.0, B
1.0, 1.0, 2.0, 2.0, R
1.0, 1.0, 3.0, 3.0, R
1.0, 1.7042942272276371, 4.0, 4.0, R
1.2987019438992027, 4.543971975227811, 4.0, 5.0, R
2.418916838573971, 1.0, 5.0, 4.0, R
1.0, 2.0, 1.0, 2.0, B
1.0, 2.0, 2.0, 4.0, R
1.0, 2.0, 4.0, 3.0, R
1.0, 2.0, 4.0, 4.0, R
1.0, 2.0, 5.0, 4.0, R
1.0, 3.0, 2.0, 1.0, L
1.0, 3.0, 2.0, 4.0, R
1.0, 3.0, 3.569654051812751, 5.0, R
4.613309539764494, 4.0, 1.0, 3.0, L
1.0, 4.0, 2.0, 2.0, B
1.0, 4.0, 3.0, 5.0, R
1.0, 4.0, 4.0, 5.0, R
1.0, 5.0, 1.0, 2.0, L
1.0, 4.074192132585261, 1.0, 5.0, B
1.0, 5.0, 3.0, 4.0, R
1.0, 5.0, 3.0, 5.0, R
1.0, 5.0, 4.0, 4.0, R
2.0, 1.0, 2.0, 2.0, R
2.0, 1.0, 3.0, 5.0, R
2.0, 2.0, 1.0, 3.0, L
2.0, 2.0, 2.098511042329136, 4.0, B
2.0, 2.0, 2.0, 1.0, L
2.0, 2.7622835481917214, 2.0, 3.0, R
2.0, 1.3133069827019486, 3.0, 2.0, R
2.0, 2.0, 4.0, 1.0, B
2.0, 2.0, 5.0, 3.0, R
2.0, 3.0, 2.0, 5.0, R
3.6408589833045517, 3.0, 3.0, 3.0, R
2.0, 3.0, 5.0, 4.0, R
2.0, 4.0, 1.0, 2.0, L
2.0, 4.0, 3.0, 2.0, L
2.0, 1.5322031221660328, 4.0, 2.0, B
2.0, 4.0, 4.0, 4.0, R
2.0, 4.0, 5.0, 3.0, R
2.0, 4.0, 5.0, 4.0, R
2.0, 4.0, 5.0, 5.0, R
2.0, 5.0, 2.0, 2.0, L
3.0, 1.0, 2.0, 1.0, L
3.0, 1.0, 2.0, 4.0, R
3.0, 1.0, 2.0, 5.0, R
3.0, 1.0, 3.0, 2.0, R
3.0, 1.0, 4.0, 5.0, R
3.0, 1.0, 5.0, 1.0, R
3.0, 1.0, 5.0, 3.0, R
3.0, 2.0, 1.0, 1.0, L
3.0, 2.0, 2.0, 1.0, L
3.0, 2.0, 2.0, 3.0, B
3.0, 2.0, 2.5823822770226705, 2.0, R
3.0, 2.0, 5.0, 1.0, L
3.0, 2.0, 5.0, 4.0, R
3.0, 3.0, 2.0, 1.0, L
3.0, 3.0, 2.0, 5.0, R
3.0, 2.468833120881774, 3.0, 3.0, B
3.0, 4.0, 1.0, 2.0, L
3.0, 4.0, 3.0, 1.0, L
3.0, 4.0, 3.0, 3.0, L
3.0, 4.0, 3.0, 4.0, B
3.0, 4.0, 3.0, 5.0, R
3.0, 4.0, 4.0, 1.0, L
3.0, 4.0, 4.0, 2.0, L
3.0, 4.0, 5.0, 1.0, L
3.0, 5.0, 4.0, 3.0, L
4.0, 1.0, 1.0, 3.0, L
4.0, 1.0, 2.0, 5.0, R
4.0, 1.0, 3.0, 2.0, R
4.0, 1.0, 3.0, 3.0, R
4.0, 1.0, 4.0, 2.0, R
4.0, 1.0, 4.0, 5.0, R
4.0, 1.0, 5.0, 4.0, R
4.0, 2.0, 1.0, 5.0, L
4.0, 2.0, 2.0, 1.6343392479779058, L
4.0, 2.0, 3.0, 4.0, R
4.0, 2.0, 4.0, 1.0, L
4.0, 2.0, 1.2233050074948242, 1.0, L
4.0, 3.0, 2.0, 3.0, L
4.0, 3.0, 2.0, 4.0, L
4.0, 3.0, 3.0, 3.0, L
4.0, 3.0, 4.0, 1.324453072697961, L
4.845448821747082, 3.0, 3.732938021126422, 4.0, R
4.0, 4.3625414071983055, 5.0, 1.0, L
4.0, 3.0, 5.0, 2.0, L
4.0, 3.0, 5.0, 1.566589969342246, R
4.0, 4.0, 2.0, 5.0, L
4.0, 4.0, 5.0, 4.0, R
4.0, 5.0, 2.0, 1.0, L
4.0, 5.0, 4.0, 3.0, L
4.544389746045784, 5.0, 5.0, 1.0, L
4.0, 5.0, 5.0, 3.0, L
4.0, 5.0, 5.0, 5.0, R
5.0, 1.0, 2.0, 2.0, L
5.0, 1.0, 3.0, 4.163046512557903, R
5.0, 1.0, 4.0, 2.0, R
5.0, 1.0, 4.0, 5.0, R
5.0, 1.0, 5.0, 3.8419579898104903, R
5.0, 2.0, 1.0, 4.0, L
5.0, 2.0, 2.0, 3.0, L
5.0, 2.0, 4.0, 1.0, L
5.0, 2.0, 5.0, 1.0, L
5.0, 3.0, 3.0, 1.0, L
5.0, 3.0, 4.0, 2.0, L
5.0, 3.0, 5.0, 4.0, R
5.0, 4.0, 1.0, 2.0, L
5.0, 4.0, 2.0, 1.0, L
5.0, 4.0, 2.0, 3.0, L
5.0, 4.0, 3.5336500803319852, 3.0, L
5.0, 5.0, 1.0, 5.0, L
5.0, 5.0, 2.0, 4.0, L
5.0, 5.0, 4.0, 1.0, L
5.0, 5.0, 4.0, 2.0, L
5.0, 5.0, 4.0, 3.0, L
1.0, 4.0, 2.0, 1.0, L
1.0, 5.0, 1.0744923120537988, 2.0, R
2.0, 4.0, 2.0, 2.0, L
2.0, 4.0, 4.0, 3.0, R
3.0, 3.0, 1.0, 5.0, L
3.0, 3.0, 2.0, 1.1032413877787164, L
4.0, 2.0, 4.0, 3.0, R
5.0, 3.0, 5.0, 1.0, L
5.0, 4.0, 2.0, 4.0, L
1.0, 1.0, 1.0, 4.0, R
1.0, 1.0, 3.0, 5.0, R
1.0, 1.0, 4.0, 1.0, R
1.0, 1.0, 5.0, 2.0, R
1.0, 2.0, 1.0, 4.0, R
1.0, 2.0, 2.0, 5.0, R
1.0, 2.0, 4.0, 1.0, R
1.0, 2.0, 4.0, 5.0, R
1.0, 2.0, 5.0, 2.0, R
1.0, 3.0, 1.0, 1.0, L
1.0, 3.0, 1.0, 4.0, R
1.0, 3.0, 3.0, 1.0, B
1.0, 3.0, 4.0, 5.0, R
1.0, 3.0, 5.0, 4.6956048141456215, R
1.0, 4.0, 1.0, 1.0, L
1.0, 4.0, 2.0, 3.0, R
1.0, 4.0, 2.0, 4.0, R
1.0, 4.0, 5.0, 4.0, R
1.0, 5.0, 1.0, 3.0, L
1.0, 5.0, 2.0, 2.0, L
1.0, 5.0, 2.0, 4.0, R
1.0, 5.0, 3.0, 3.0, R
1.0, 5.0, 5.0, 1.0, B
1.0, 1.0522758923592688, 5.0, 2.110714680773838, R
2.0, 1.0, 2.0, 4.0, R
2.0, 1.0, 4.0, 4.0, R
2.0, 1.0, 5.0, 1.0, R
2.0, 1.0, 5.0, 5.0, R
2.0, 2.0, 1.0, 1.0, L
2.0, 2.0, 1.0, 2.0, L
2.0, 2.0, 3.0, 3.0, R
2.0, 2.0, 5.0, 1.0, R
3.188918846237687, 2.0, 5.0, 2.0, R
2.0, 3.0, 1.0, 4.0, L
2.0, 3.0, 1.0, 5.0, L
2.0, 2.1803644665471196, 3.0, 1.0, L
2.0, 3.0, 3.0, 2.0, B
2.0, 3.0, 3.0, 5.0, R
2.8728778301442226, 4.53635568719738, 4.0, 3.0, R
2.0, 3.0, 4.0, 5.0, R
2.0, 3.0, 5.0, 1.0, L
2.0, 4.0, 1.0, 1.0, L
2.0, 4.0, 1.0, 5.0, L
2.0, 4.0, 3.0, 5.0, R
2.0, 5.0, 2.0, 3.0, L
2.0, 5.0, 3.0, 3.0, L
2.0, 5.0, 4.0, 5.0, R
2.0, 5.0, 5.0, 2.0, B
2.0, 5.0, 5.0, 5.0, R
3.0, 1.0, 3.0, 3.0, R
3.0, 1.0, 4.0, 1.0, R
3.0, 1.0, 5.0, 5.0, R
3.0, 2.0, 1.0, 2.0, L
3.0, 2.0, 3.0, 3.0, R
3.0, 2.0, 4.0, 3.0, R
3.0, 3.0, 1.0, 1.0, L
3.0, 4.0, 2.0, 3.0, L
3.0, 4.0, 4.0, 5.0, R
3.0, 5.0, 1.0, 2.227269947814585, L
3.0, 5.0, 1.0, 3.0, L
3.0, 5.0, 2.0, 4.0, L
3.0, 5.0, 3.0, 2.0, L
3.0, 5.0, 3.0, 3.0, L
3.0, 5.0, 4.0, 1.0, L
3.0, 2.4306350893877995, 4.0, 4.0, R
3.0, 5.0, 5.0, 4.0, R
4.0, 1.0, 5.0, 2.0, R
4.0, 2.0, 3.9899698558705787, 1.0, L
4.0, 2.0, 1.0, 2.0, L
4.0, 2.0, 1.0, 4.0, L
4.0, 2.0, 4.0, 2.0, B
4.0, 2.0, 4.175490478793041, 4.0, R
4.0, 2.0, 5.0, 3.0, R
4.0, 4.406777732867463, 5.0, 4.0, R
4.0, 3.0, 1.0, 2.0, L
4.0, 3.0, 1.0, 5.0, L
4.0, 3.0, 2.0, 5.0, L
4.0, 3.0, 3.0, 4.0, B
1.7880293831201337, 3.0, 3.0, 5.0, R
4.0, 3.0, 4.0, 1.0, L
4.0, 4.0, 2.0, 2.0, L
4.0, 4.0, 3.0, 5.0, L
4.0, 4.0, 4.0, 2.0, L
4.0, 4.0, 4.0, 3.0, L
4.0, 4.0, 5.0, 1.0, L
4.0, 5.0, 1.0, 5.0, L
4.0, 4.400328099588009, 2.0, 4.0, L
4.0, 5.0, 2.0, 5.0, L
5.0, 1.0, 1.0, 1.0, L
5.0, 1.0, 1.0, 4.0, L
5.0, 1.0, 1.0, 2.5729206263955966, B
5.0, 1.0, 2.0, 1.0, L
5.0, 1.0, 3.0, 3.0, R
5.0, 1.0, 4.0, 4.0, R
5.0, 1.0, 5.0, 2.0, R
5.0, 1.0, 5.0, 4.0, R
5.0, 1.0, 5.0, 5.0, R
5.0, 2.0, 1.0, 2.0, L
5.0, 2.0, 1.0, 3.0, L
5.0, 2.0, 1.0, 5.0, L
5.0, 2.0, 3.0, 2.0, L
5.0, 2.0, 3.0, 4.0, R
5.0, 1.3207982173936437, 4.0, 5.0, R
5.0, 2.0, 5.0, 2.0, B
5.0, 2.0, 5.0, 4.0, R
5.0, 3.0, 2.0, 2.0, L
5.0, 4.0, 1.0, 1.0, L
5.0, 4.0, 2.0, 5.0, L
5.0, 4.0, 4.0, 2.0, L
5.0, 1.2746885428844692, 4.0, 4.0, L
5.0, 4.0, 5.0, 1.0, L
5.0, 4.0, 5.0, 2.0, L
5.0, 5.0, 3.6810764192326637, 2.0, L
5.0, 5.0, 1.0, 4.0, L
2.497625858871645, 5.0, 2.0, 2.0, L
5.0, 5.0, 3.0, 5.0, L
4.274183909239756, 5.0, 5.0, 5.0, B
1.0, 1.0, 4.009656826734929, 2.0, R
1.0, 4.0, 5.0, 3.0, R
1.0, 5.0, 2.0, 3.0, R
2.0, 1.0, 3.0, 3.0, R
2.0, 4.0, 5.0, 4.479405957152929, R
3.0, 2.0, 4.0, 5.0, R
3.0, 3.0, 1.0, 2.0, L
5.0, 4.0, 3.0, 4.0, L
1.0, 1.0, 1.0, 5.0, R
1.0, 1.0, 5.0, 5.0, R
1.0, 2.0, 1.0, 3.0, R
1.0, 2.0, 2.6759719396186927, 5.0, R
1.0, 3.6576591233391453, 2.0, 3.0, R
1.0, 2.0, 3.0, 2.0, R
1.0, 2.0, 4.0, 2.0, R
1.0, 2.0, 5.0, 2.509590698757579, R
1.0, 3.0, 1.0, 2.0, L
1.0, 3.0, 2.0, 3.8451276865892874, R
1.0, 3.0, 4.0, 2.0, R
1.0, 3.0, 4.0, 3.0, R
1.0, 3.0, 5.0, 2.0, R
1.0, 3.0, 5.0, 1.8841146270009026, R
1.0, 3.0, 5.0, 5.0, R
1.0, 4.0, 1.0, 4.0, B
1.0, 4.0, 1.0, 5.0, R
1.0, 4.0, 3.0, 2.0, R
1.0, 4.0, 4.0, 2.0, R
1.0, 4.0, 4.0, 4.0, R
1.0, 4.0, 5.0, 5.0, R
1.0, 5.0, 4.0, 5.0, R
2.0, 1.0, 1.0, 1.0, L
2.0, 1.0, 1.0, 2.0, B
2.0, 1.0, 2.0, 3.0, R
2.0, 1.0, 3.0, 1.0, R
2.582626070264407, 1.0, 3.0, 2.0, R
2.0, 1.0, 5.0, 3.0, R
2.0, 1.0, 5.0, 4.0, R
2.0, 2.0, 1.0, 5.0, R
2.0, 2.0, 2.0, 4.0, R
2.0, 2.0, 2.0, 5.0, R
2.0, 2.0, 4.0, 4.0, R
2.0, 2.0, 4.0, 5.0, R
2.0, 2.0, 5.0, 5.0, R
2.0, 3.0, 1.0, 3.0, L
2.0, 3.0, 2.0, 4.0, R
2.0, 3.0, 3.0, 4.0, R
2.0, 3.0, 5.0, 2.0, R
2.0, 4.0, 1.0, 3.0, L
2.0, 4.0, 1.0, 4.0, L
2.0, 4.0, 2.0, 4.033974413535086, B
2.0, 4.0, 2.0, 5.0, R
2.0, 4.0, 4.0, 1.0, L
2.0, 4.0, 4.0, 5.0, R
2.0, 5.0, 1.0, 1.591144478086183, L
2.0, 5.0, 2.0, 5.0, B
2.0, 5.0, 3.0, 2.0, L
2.0, 5.0, 4.0, 3.0, R
2.0, 5.0, 5.0, 3.0, R
3.0, 1.0, 1.0, 2.0, L
3.0, 1.0, 1.0, 4.0, R
1.661049887691869, 1.0, 2.639891093978633, 3.0, R
3.0, 1.0, 3.0, 1.565554107671034, R
3.0, 1.0, 5.0, 3.1742189913462426, R
3.0, 2.0, 1.0, 3.0, L
3.0, 4.062672322397742, 2.0, 5.0, R
2.4301926571480448, 2.0, 3.0, 5.0, R
3.0, 2.0, 4.0, 4.0, R
3.0, 3.0, 1.0, 4.0, L
3.0, 3.0, 3.0, 5.0, R
3.0, 3.0, 4.0, 1.0, L
3.0, 3.0, 4.0, 5.0, R
3.0, 3.0, 5.0, 1.0, L
3.0, 4.0, 1.0, 3.0, L
3.0, 4.0, 1.0, 5.0, L
3.0, 4.0, 2.0, 4.0, L
3.0, 5.0, 1.0, 5.0, L
3.0, 5.0, 2.0, 2.0, L
4.947193905698879, 5.0, 2.0, 5.0, L
3.0, 5.0, 3.0, 4.0, L
